"","Site","Name","rep","CN_weight","Percent.N","Percent.C","Lon","Lat","P_weight","P","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","Axis.1","Axis.2","Axis.3","Axis.4","Axis.5","Axis.6","Axis.7","Axis.8","Axis.9","Axis.10"
"151","SEB","SEB3",1,0.284000009,8.751360893,55.34075165,-70.5828,43.9235,0.324,0.289,69,123,30,9549,266,-135,401,23,180,189,-59,1152,124,83,12,333,257,267,280,-0.0242164966723887,-0.035024629509249,-0.0042174667920791,0.00259856334084566,-0.000716708434803019,2.91191528279072e-05,-1.48113724646757e-05,0.00495316641395271,-0.00120536383104694,-0.000124196169091881
"152","SEB","SEB3",2,0.268999994,8.961263657,55.37582397,-70.5828,43.9235,NA,NA,69,123,30,9549,266,-135,401,23,180,189,-59,1152,124,83,12,333,257,267,280,-0.0242164966723887,-0.035024629509249,-0.0042174667920791,0.00259856334084566,-0.000716708434803019,2.91191528279072e-05,-1.48113724646757e-05,0.00495316641395271,-0.00120536383104694,-0.000124196169091881
"153","SEB","SEB9",1,0.518999994,10.82854939,54.53118896,-70.5828,43.9235,0.51,0.36,69,123,30,9549,266,-135,401,23,180,189,-59,1152,124,83,12,333,257,267,280,-0.0251901352728285,-0.0360519624251195,-0.0053534298826535,0.00330212495857789,0.000183341838286832,1.04490395896159e-05,-5.68135901313337e-06,0.000825873132707413,-0.00011814316575189,-6.93447799424772e-05
"154","SEB","SEB9",2,0.50999999,10.12537003,55.79123306,-70.5828,43.9235,NA,NA,69,123,30,9549,266,-135,401,23,180,189,-59,1152,124,83,12,333,257,267,280,-0.0251901352728285,-0.0360519624251195,-0.0053534298826535,0.00330212495857789,0.000183341838286832,1.04490395896159e-05,-5.68135901313337e-06,0.000825873132707413,-0.00011814316575189,-6.93447799424772e-05
"155","UNF","UNF3",1,0.488999993,8.038813591,59.1570549,-79.9745,35.3693,0.482,0.299,152,129,38,7508,317,-18,335,247,106,247,52,1197,126,79,13,349,260,349,290,-0.0495313380241064,0.0426995200776953,-0.035794176245669,-0.0341200711950113,-0.0412530769797439,0.000143542118048415,-7.74555365863891e-06,8.90182142951017e-06,3.57719323083488e-05,-6.35502505784241e-05
"156","UNF","UNF3",2,0.559000015,7.263091564,61.93978882,-79.9745,35.3693,0.573,0.372,152,129,38,7508,317,-18,335,247,106,247,52,1197,126,79,13,349,260,349,290,-0.0495313380241064,0.0426995200776953,-0.035794176245669,-0.0341200711950113,-0.0412530769797439,0.000143542118048415,-7.74555365863891e-06,8.90182142951017e-06,3.57719323083488e-05,-6.35502505784241e-05
"157","UNF","UNF3",3,0.460000008,7.354270458,60.70253754,-79.9745,35.3693,0.718,0.282,152,129,38,7508,317,-18,335,247,106,247,52,1197,126,79,13,349,260,349,290,-0.0495313380241064,0.0426995200776953,-0.035794176245669,-0.0341200711950113,-0.0412530769797439,0.000143542118048415,-7.74555365863891e-06,8.90182142951017e-06,3.57719323083488e-05,-6.35502505784241e-05
"158","UNF","UNF4",1,0.519999981,9.531561852,58.68821716,-79.9745,35.3693,NA,NA,152,129,38,7508,317,-18,335,247,106,247,52,1197,126,79,13,349,260,349,290,-0.0492849756446015,0.0425732631898763,-0.0354507319799218,-0.0340060551161505,-0.0411357373537843,0.000140788454777141,-1.33597454743807e-05,1.29187266288881e-06,1.08048702061449e-05,-0.00016733766848839
"159","UNF","UNF4",2,0.574000001,4.914301395,68.02509308,-79.9745,35.3693,NA,NA,152,129,38,7508,317,-18,335,247,106,247,52,1197,126,79,13,349,260,349,290,-0.0492849756446015,0.0425732631898763,-0.0354507319799218,-0.0340060551161505,-0.0411357373537843,0.000140788454777141,-1.33597454743807e-05,1.29187266288881e-06,1.08048702061449e-05,-0.00016733766848839
"160","UNF","UNF6",1,0.404000014,11.98163795,52.29030609,-79.9745,35.3693,0.463,0.302,152,129,38,7508,317,-18,335,247,106,247,52,1197,126,79,13,349,260,349,290,-0.0496210566891651,0.0427431814412515,-0.0359121750106688,-0.0341497129913219,-0.0412787893075046,0.000142447934729269,-5.31402223560878e-06,1.16059529745095e-05,4.3689830034593e-05,-5.80158372509403e-06
"161","UNF","UNF6",2,0.42899999,9.202172279,56.99621964,-79.9745,35.3693,0.349,0.371,152,129,38,7508,317,-18,335,247,106,247,52,1197,126,79,13,349,260,349,290,-0.0496210566891651,0.0427431814412515,-0.0359121750106688,-0.0341497129913219,-0.0412787893075046,0.000142447934729269,-5.31402223560878e-06,1.16059529745095e-05,4.3689830034593e-05,-5.80158372509403e-06
"162","UNF","UNF6",3,0.563000023,5.374641418,66.74061584,-79.9745,35.3693,0.471,0.308,152,129,38,7508,317,-18,335,247,106,247,52,1197,126,79,13,349,260,349,290,-0.0496210566891651,0.0427431814412515,-0.0359121750106688,-0.0341497129913219,-0.0412787893075046,0.000142447934729269,-5.31402223560878e-06,1.16059529745095e-05,4.3689830034593e-05,-5.80158372509403e-06
"163","UNF","UNF7",1,0.437000006,9.740524292,55.96107483,-79.9745,35.3693,0.382,0.347,152,129,38,7508,317,-18,335,247,106,247,52,1197,126,79,13,349,260,349,290,0.312275813417627,0.00471872798787649,0.00371349424969052,-0.000681025030579385,-0.00296536132290883,1.97925795975299e-05,-6.09716735182854e-06,-1.18900950488553e-05,-3.08684632541825e-05,-6.98466668697727e-05
"164","UNF","UNF7",2,0.250999987,10.94986248,52.62049484,-79.9745,35.3693,0.264,0.267,152,129,38,7508,317,-18,335,247,106,247,52,1197,126,79,13,349,260,349,290,0.312275813417627,0.00471872798787649,0.00371349424969052,-0.000681025030579385,-0.00296536132290883,1.97925795975299e-05,-6.09716735182854e-06,-1.18900950488553e-05,-3.08684632541825e-05,-6.98466668697727e-05
"165","UNF","UNF7",3,0.232999995,9.941926956,52.12378311,-79.9745,35.3693,0.352,0.352,152,129,38,7508,317,-18,335,247,106,247,52,1197,126,79,13,349,260,349,290,0.312275813417627,0.00471872798787649,0.00371349424969052,-0.000681025030579385,-0.00296536132290883,1.97925795975299e-05,-6.09716735182854e-06,-1.18900950488553e-05,-3.08684632541825e-05,-6.98466668697727e-05
"166","UNF","UNF8",1,0.531000018,9.574964523,58.77968597,-79.9745,35.3693,NA,NA,152,129,38,7508,317,-18,335,247,106,247,52,1197,126,79,13,349,260,349,290,-0.0492970329538206,0.042585702980811,-0.0354867958909694,-0.0340437103608007,-0.0411873974794785,0.000146437510196841,-1.35931244061654e-05,2.65640461922819e-06,1.95240499227872e-05,-0.000172603004364544
"167","UNF","UNF8",2,0.573000014,5.019738197,67.56964111,-79.9745,35.3693,NA,NA,152,129,38,7508,317,-18,335,247,106,247,52,1197,126,79,13,349,260,349,290,-0.0492970329538206,0.042585702980811,-0.0354867958909694,-0.0340437103608007,-0.0411873974794785,0.000146437510196841,-1.35931244061654e-05,2.65640461922819e-06,1.95240499227872e-05,-0.000172603004364544
"168","UNF","UNF8",3,0.287999988,6.63564682,61.72743607,-79.9745,35.3693,NA,NA,152,129,38,7508,317,-18,335,247,106,247,52,1197,126,79,13,349,260,349,290,-0.0492970329538206,0.042585702980811,-0.0354867958909694,-0.0340437103608007,-0.0411873974794785,0.000146437510196841,-1.35931244061654e-05,2.65640461922819e-06,1.95240499227872e-05,-0.000172603004364544
"169","WP","WP1",1,0.370000005,9.821694374,55.25839233,-76.0737,39.7284,NA,NA,115,111,31,8679,293,-60,353,202,12,224,-1,1119,110,71,12,319,241,317,244,0.321924598369823,0.0047109862081018,0.0026029784527529,0.000150508581632006,-0.00211766518487264,1.54169054630076e-06,-4.60992454504659e-06,-1.58113895682076e-05,-7.82379229149132e-05,-0.000222349657183804
"170","WP","WP11",1,0.444000006,12.16139889,51.31427765,-76.0737,39.7284,0.495,0.522,115,111,31,8679,293,-60,353,202,12,224,-1,1119,110,71,12,319,241,317,244,-0.0331818607535708,0.0449666097873671,0.00305693535524765,0.00780826502050891,0.00500143344536891,-0.00238262111203479,0.000313770962082206,-8.59961189422405e-05,-0.000975261066590696,0.00553423976193515
"171","WP","WP11",2,0.514999986,9.936172485,55.37888718,-76.0737,39.7284,0.403,0.365,115,111,31,8679,293,-60,353,202,12,224,-1,1119,110,71,12,319,241,317,244,-0.0331818607535708,0.0449666097873671,0.00305693535524765,0.00780826502050891,0.00500143344536891,-0.00238262111203479,0.000313770962082206,-8.59961189422405e-05,-0.000975261066590696,0.00553423976193515
"172","WP","WP11",3,0.486999989,8.191859245,59.88581848,-76.0737,39.7284,NA,NA,115,111,31,8679,293,-60,353,202,12,224,-1,1119,110,71,12,319,241,317,244,-0.0331818607535708,0.0449666097873671,0.00305693535524765,0.00780826502050891,0.00500143344536891,-0.00238262111203479,0.000313770962082206,-8.59961189422405e-05,-0.000975261066590696,0.00553423976193515
"173","WP","WP6",1,0.423999995,9.926039696,55.21993256,-76.0737,39.7284,0.563,0.549,115,111,31,8679,293,-60,353,202,12,224,-1,1119,110,71,12,319,241,317,244,-0.0301737509269005,0.042447012437485,0.005043857728791,0.00483440546586932,0.00133059435589877,-0.000796936527358683,0.000289404541670771,-0.00011345036343911,-0.000947148998088707,0.00493145769786596
"174","WP","WP6",2,0.349000007,9.295512199,55.19683075,-76.0737,39.7284,0.535,0.513,115,111,31,8679,293,-60,353,202,12,224,-1,1119,110,71,12,319,241,317,244,-0.0301737509269005,0.042447012437485,0.005043857728791,0.00483440546586932,0.00133059435589877,-0.000796936527358683,0.000289404541670771,-0.00011345036343911,-0.000947148998088707,0.00493145769786596
"175","WP","WP6",3,0.523000002,11.81464863,51.98450089,-76.0737,39.7284,NA,NA,115,111,31,8679,293,-60,353,202,12,224,-1,1119,110,71,12,319,241,317,244,-0.0301737509269005,0.042447012437485,0.005043857728791,0.00483440546586932,0.00133059435589877,-0.000796936527358683,0.000289404541670771,-0.00011345036343911,-0.000947148998088707,0.00493145769786596
"176","WP","WP8",1,0.386999995,10.11979675,57.18434525,-76.0737,39.7284,0.493,0.514,115,111,31,8679,293,-60,353,202,12,224,-1,1119,110,71,12,319,241,317,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","WP","WP8",2,0.374000013,12.51043797,52.49240112,-76.0737,39.7284,0.472,0.436,115,111,31,8679,293,-60,353,202,12,224,-1,1119,110,71,12,319,241,317,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","WP","WP8",3,0.44600001,11.92461395,53.98878098,-76.0737,39.7284,NA,NA,115,111,31,8679,293,-60,353,202,12,224,-1,1119,110,71,12,319,241,317,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","WP","WP9",1,0.453000009,10.35001373,54.58308029,-76.0737,39.7284,NA,NA,115,111,31,8679,293,-60,353,202,12,224,-1,1119,110,71,12,319,241,317,244,-0.0337279674129044,0.0452208621837299,0.00264156041715052,0.00810458661949173,0.00546734682411804,-0.00097428119401676,0.000763096373307242,-0.000188630850530678,-0.00223531060514034,0.0133325436910222
"180","WP","WP9",2,0.460999995,9.181080818,57.41587448,-76.0737,39.7284,NA,NA,115,111,31,8679,293,-60,353,202,12,224,-1,1119,110,71,12,319,241,317,244,-0.0337279674129044,0.0452208621837299,0.00264156041715052,0.00810458661949173,0.00546734682411804,-0.00097428119401676,0.000763096373307242,-0.000188630850530678,-0.00223531060514034,0.0133325436910222
"181","WP","WP9",3,0.493999988,9.891561508,56.12722397,-76.0737,39.7284,NA,NA,115,111,31,8679,293,-60,353,202,12,224,-1,1119,110,71,12,319,241,317,244,-0.0337279674129044,0.0452208621837299,0.00264156041715052,0.00810458661949173,0.00546734682411804,-0.00097428119401676,0.000763096373307242,-0.000188630850530678,-0.00223531060514034,0.0133325436910222
"182","YM","YM01",1,0.592999995,7.914554119,61.23656845,-78.6897,35.7214,0.763,0.415,154,125,37,7515,315,-15,330,248,108,248,54,1149,120,76,14,334,247,334,279,-0.0334832465744431,0.0455196776855444,0.00293913927844195,0.00847327774476464,0.00567258372620578,0.00181230083643811,0.00459375724203496,3.04029558146471e-05,0.000193883904806853,-0.00099686892653545
"183","YM","YM01",2,0.456999987,9.374497414,57.83540726,-78.6897,35.7214,0.683,0.354,154,125,37,7515,315,-15,330,248,108,248,54,1149,120,76,14,334,247,334,279,-0.0334832465744431,0.0455196776855444,0.00293913927844195,0.00847327774476464,0.00567258372620578,0.00181230083643811,0.00459375724203496,3.04029558146471e-05,0.000193883904806853,-0.00099686892653545
"184","YM","YM02",1,0.64200002,6.828670502,63.59321213,-78.6897,35.7214,0.608,0.364,154,125,37,7515,315,-15,330,248,108,248,54,1149,120,76,14,334,247,334,279,-0.0339442447895287,0.0459146222924824,0.00263494363538778,0.00894469677970087,0.00625134338713954,0.00225524785051172,0.00653343311355017,5.34628304381496e-05,0.000346147987632137,-0.00173901529063301
"185","YM","YM02",2,0.56099999,6.216927528,64.47652435,-78.6897,35.7214,0.445,0.358,154,125,37,7515,315,-15,330,248,108,248,54,1149,120,76,14,334,247,334,279,-0.0339442447895287,0.0459146222924824,0.00263494363538778,0.00894469677970087,0.00625134338713954,0.00225524785051172,0.00653343311355017,5.34628304381496e-05,0.000346147987632137,-0.00173901529063301
"186","YM","YM03",1,0.460000008,8.249097824,59.59472656,-78.6897,35.7214,NA,NA,154,125,37,7515,315,-15,330,248,108,248,54,1149,120,76,14,334,247,334,279,-0.031865361528518,0.0441755736485599,0.00401194053686969,0.00688179760785263,0.00370234230466661,0.000988151857386351,0.00168625938229782,-1.70262744255454e-06,4.98320136525948e-05,-0.000442566849760042
